Genero,Nivel_Educativo,Area_Estudio,Promedio,Calificacion_Examen_Final,Participacion_Actividades_Extracurriculares,Horas_Estudio_Semanales,Calificacion_Satisfaccion_Curso,Nivel_Socioeconomico,Calificacion_Bienestar_Emocional,Asistencia_Clases,Calificacion_Habilidades_Sociales,Calificacion_Habilidades_Comunicacion,Fecha,Edad
Femenino,Primaria,Ciencias,17.49,75,Si,22,5,Medio,5,77,1,5,2015-10-27,11
Masculino,Primaria,Ciencias,17.83,83,No,6,3,Bajo,10,79,6,4,2016-04-11,9
Femenino,Universitario,Artes,18.74,66,Si,29,5,Alto,10,98,5,8,2015-12-06,18
Femenino,Secundaria,Ciencias,8.35,61,No,27,1,Alto,10,85,5,9,2017-09-30,13
Femenino,Secundaria,Matematicas,14.77,81,Si,12,3,Bajo,5,84,1,3,2016-09-27,14
Femenino,Primaria,Artes,14.11,83,No,7,3,Medio,9,96,6,7,2017-11-23,8
Masculino,Secundaria,Matematicas,11.01,98,No,12,2,Medio,7,78,3,10,2016-12-01,14
Femenino,Primaria,Matematicas,15.5,92,Si,14,1,Bajo,10,72,3,1,2016-06-03,7
Femenino,Universitario,Ciencias,10.71,50,Si,7,2,Medio,8,98,8,5,2015-12-16,21
Femenino,Universitario,Matematicas,12.46,71,No,20,1,Alto,6,82,8,1,2017-01-19,17
Femenino,Universitario,Matematicas,13.91,86,No,25,4,Bajo,8,89,7,4,2016-07-11,23
Femenino,Secundaria,Matematicas,10.88,87,Si,26,1,Medio,6,75,7,10,2016-08-05,15
Masculino,Primaria,Ciencias,12.06,97,Si,18,3,Alto,9,78,3,3,2015-04-16,10
Masculino,Primaria,Ciencias,15.32,90,Si,18,2,Alto,8,88,2,8,2017-02-13,11
Femenino,Primaria,Artes,9.24,72,Si,24,4,Alto,8,86,4,9,2016-11-08,6
Masculino,Secundaria,Artes,17.06,63,No,13,3,Alto,9,88,9,9,2016-04-17,13
Femenino,Universitario,Matematicas,16.14,85,No,8,2,Bajo,9,86,10,2,2016-08-07,23
Femenino,Universitario,Matematicas,16.11,61,No,9,4,Bajo,8,81,5,6,2017-09-19,17
Masculino,Secundaria,Ciencias,12.53,74,Si,5,4,Medio,10,82,7,8,2017-08-20,14
Femenino,Primaria,Matematicas,9.4,97,Si,28,2,Medio,6,98,3,8,2017-08-07,6
Masculino,Primaria,Ciencias,9.58,69,No,5,4,Alto,9,81,9,4,2016-01-08,10
Masculino,Universitario,Artes,12.48,55,Si,23,5,Bajo,9,84,3,1,2017-10-26,20
Femenino,Universitario,Matematicas,11.12,65,Si,15,5,Alto,7,80,8,2,2016-08-07,17
Femenino,Primaria,Ciencias,16.96,69,Si,27,5,Alto,9,87,1,7,2016-03-12,6
Femenino,Primaria,Matematicas,8.59,72,No,25,3,Medio,6,73,8,4,2017-04-30,8
Femenino,Universitario,Matematicas,12.69,61,No,26,5,Medio,7,74,2,9,2017-04-09,23
Femenino,Primaria,Ciencias,16.35,53,No,10,1,Medio,10,78,6,5,2017-03-31,11
Masculino,Secundaria,Matematicas,11.58,73,Si,28,4,Bajo,5,88,2,5,2015-01-14,16
Masculino,Secundaria,Artes,8.57,87,Si,29,2,Medio,7,80,5,5,2016-10-24,14
Masculino,Secundaria,Ciencias,12.89,87,No,21,5,Bajo,5,86,6,7,2017-11-27,12
Masculino,Universitario,Artes,16.95,59,No,17,1,Alto,7,99,8,2,2017-06-02,21
Masculino,Primaria,Ciencias,19.66,67,Si,6,1,Bajo,8,95,9,9,2015-07-23,10
Masculino,Primaria,Matematicas,17.64,65,No,7,1,Alto,10,96,2,1,2017-12-07,8
Masculino,Primaria,Matematicas,10.67,87,Si,16,3,Alto,10,76,2,7,2016-03-06,9
Femenino,Secundaria,Ciencias,15.69,94,Si,26,1,Bajo,10,78,7,7,2017-03-12,16
Femenino,Universitario,Ciencias,9.37,90,No,29,2,Bajo,5,99,5,6,2017-02-07,20
Femenino,Primaria,Artes,8.68,84,Si,14,5,Alto,10,88,7,5,2017-05-05,9
Masculino,Universitario,Ciencias,8.33,61,Si,23,4,Alto,10,89,9,10,2017-10-24,21
Masculino,Universitario,Artes,14.01,56,Si,16,1,Medio,8,85,3,9,2015-07-07,22
Femenino,Universitario,Artes,8.83,90,Si,19,1,Alto,6,91,10,4,2015-03-30,17
Masculino,Secundaria,Ciencias,9.38,84,Si,28,5,Bajo,8,83,9,4,2015-10-16,16
Femenino,Primaria,Ciencias,10.49,68,Si,15,1,Medio,9,91,3,1,2016-02-28,9
Femenino,Primaria,Matematicas,13.31,51,No,18,4,Alto,10,72,8,8,2015-10-16,6
Masculino,Universitario,Ciencias,15.67,59,No,27,4,Medio,8,88,3,9,2017-10-30,21
Femenino,Primaria,Matematicas,12.31,68,No,19,2,Medio,5,70,6,8,2015-02-13,10
Femenino,Universitario,Matematicas,18.62,58,No,23,2,Alto,5,84,6,3,2015-12-15,24
Masculino,Secundaria,Ciencias,8.41,72,Si,23,2,Alto,9,89,1,9,2015-03-15,15
Femenino,Secundaria,Artes,15.93,72,No,10,1,Medio,6,74,4,7,2017-03-29,15
Masculino,Universitario,Ciencias,9.46,90,Si,14,3,Bajo,10,87,6,7,2016-10-05,24
Masculino,Universitario,Matematicas,12.18,65,Si,14,1,Alto,5,87,6,2,2016-12-26,21
Masculino,Universitario,Ciencias,9.37,51,Si,23,4,Alto,9,86,8,5,2017-12-16,20
Femenino,Primaria,Ciencias,19.28,59,No,11,1,Bajo,7,98,10,2,2017-08-05,10
Femenino,Universitario,Artes,10.01,71,Si,17,1,Alto,6,86,4,8,2017-03-02,20
Masculino,Universitario,Artes,10.93,58,Si,18,2,Bajo,8,85,2,4,2016-01-10,21
Masculino,Universitario,Artes,16.5,67,Si,18,5,Medio,10,89,6,9,2015-02-26,18
Masculino,Primaria,Matematicas,10.78,94,No,27,1,Bajo,6,95,5,2,2015-03-09,7
Femenino,Secundaria,Artes,19.76,81,Si,19,2,Bajo,7,79,8,3,2015-06-16,12
Masculino,Primaria,Matematicas,19.95,89,No,6,1,Bajo,7,99,6,7,2017-03-23,10
Masculino,Universitario,Matematicas,19.83,60,No,19,3,Bajo,6,90,2,1,2016-04-02,21
Masculino,Universitario,Matematicas,17.07,92,No,7,4,Medio,9,73,10,10,2016-11-25,17
Masculino,Primaria,Artes,8.33,68,Si,8,3,Medio,6,78,1,8,2015-11-01,9
Masculino,Primaria,Matematicas,13.14,75,No,18,5,Bajo,9,84,8,3,2017-03-17,10
Masculino,Secundaria,Ciencias,15.67,81,Si,6,4,Alto,9,89,4,1,2017-05-06,12
Femenino,Universitario,Artes,8.91,82,No,28,1,Medio,6,83,2,1,2017-09-18,23
Masculino,Secundaria,Ciencias,10.56,64,No,19,3,Alto,10,97,5,5,2017-08-14,15
Masculino,Primaria,Matematicas,12.57,89,Si,12,4,Bajo,9,85,5,2,2017-12-02,9
Femenino,Secundaria,Matematicas,11.0,86,Si,28,1,Medio,6,81,9,7,2016-06-02,13
Femenino,Secundaria,Artes,9.05,60,No,7,1,Medio,8,81,4,5,2017-02-28,14
Masculino,Secundaria,Artes,17.59,71,No,6,3,Medio,8,94,2,5,2015-11-22,13
Femenino,Universitario,Ciencias,13.02,77,No,21,5,Alto,10,81,8,8,2015-08-16,24
Masculino,Secundaria,Matematicas,12.8,62,Si,21,5,Bajo,6,88,5,7,2017-02-08,12
Masculino,Primaria,Ciencias,11.21,55,Si,16,3,Bajo,8,96,4,4,2015-02-25,11
Femenino,Universitario,Matematicas,13.53,58,No,11,4,Alto,6,72,3,6,2016-03-31,22
Masculino,Primaria,Artes,8.67,83,Si,26,3,Bajo,6,82,10,9,2016-10-18,8
Masculino,Secundaria,Artes,13.3,92,No,29,3,Alto,9,70,9,2,2015-08-02,15
Masculino,Primaria,Matematicas,17.75,64,No,22,4,Bajo,5,97,8,6,2015-03-21,6
Masculino,Primaria,Ciencias,19.43,78,Si,10,1,Alto,5,97,2,10,2017-12-15,9
Masculino,Universitario,Matematicas,15.21,89,Si,9,1,Alto,5,87,6,1,2016-05-10,23
Femenino,Secundaria,Ciencias,19.79,98,No,27,3,Alto,9,84,3,2,2016-07-07,12
Masculino,Secundaria,Matematicas,19.23,75,No,8,2,Medio,9,78,7,1,2015-07-20,16
Masculino,Secundaria,Artes,19.88,63,Si,23,4,Alto,6,71,10,1,2015-10-28,15
Masculino,Secundaria,Artes,11.32,91,No,26,4,Bajo,8,80,9,7,2015-01-06,13
Masculino,Secundaria,Matematicas,10.21,82,No,10,1,Alto,5,97,6,5,2016-01-19,14
Masculino,Primaria,Matematicas,12.42,94,Si,14,5,Medio,7,74,1,1,2017-02-04,11
Masculino,Secundaria,Ciencias,19.09,84,Si,23,1,Medio,10,98,7,9,2016-04-06,14
Masculino,Primaria,Artes,17.4,86,Si,23,1,Bajo,6,94,7,9,2015-11-03,8
Femenino,Secundaria,Matematicas,11.93,55,Si,20,5,Alto,6,91,4,6,2017-12-07,12
Masculino,Secundaria,Artes,13.79,93,No,5,1,Bajo,8,92,7,6,2017-11-25,14
Masculino,Secundaria,Matematicas,18.5,52,Si,25,1,Alto,8,83,8,8,2017-10-25,13
Femenino,Primaria,Artes,18.96,59,No,25,3,Medio,5,90,9,5,2015-06-24,11
Femenino,Primaria,Ciencias,15.42,81,Si,13,4,Medio,5,90,6,5,2015-06-08,9
Femenino,Primaria,Matematicas,13.42,52,No,29,2,Medio,6,99,8,4,2017-05-01,11
Masculino,Primaria,Matematicas,13.94,89,Si,26,4,Bajo,9,73,1,5,2015-03-02,7
Femenino,Primaria,Matematicas,10.82,69,Si,26,3,Medio,6,86,10,9,2017-12-23,7
Femenino,Secundaria,Matematicas,19.23,50,Si,12,3,Medio,5,76,5,8,2016-06-02,12
Femenino,Universitario,Matematicas,10.04,76,No,13,1,Medio,9,92,5,9,2016-05-04,18
Femenino,Primaria,Ciencias,16.54,94,Si,26,5,Bajo,10,94,9,3,2015-07-12,9
Masculino,Primaria,Matematicas,13.67,75,No,29,1,Bajo,10,93,2,6,2017-04-03,8
Masculino,Primaria,Artes,18.0,88,Si,12,5,Alto,5,76,5,6,2017-06-20,7
Femenino,Primaria,Ciencias,15.97,69,Si,10,3,Bajo,5,87,4,8,2016-02-17,10
Masculino,Secundaria,Matematicas,17.95,59,Si,23,4,Alto,10,91,5,3,2016-03-14,12
Femenino,Universitario,Ciencias,18.19,53,No,29,5,Bajo,5,93,3,2,2016-08-26,23
Femenino,Primaria,Ciencias,12.74,55,No,12,4,Medio,9,78,8,7,2016-03-11,8
Femenino,Universitario,Matematicas,19.22,98,Si,28,1,Alto,10,95,5,2,2016-09-26,20
Masculino,Primaria,Artes,19.37,61,No,6,3,Bajo,7,85,8,3,2016-02-03,9
Masculino,Universitario,Matematicas,15.42,60,No,8,1,Bajo,10,93,5,9,2016-01-05,24
Femenino,Universitario,Ciencias,10.79,55,Si,28,3,Medio,10,74,10,7,2017-04-07,22
Masculino,Primaria,Ciencias,8.75,51,No,10,5,Alto,10,84,3,2,2016-12-22,6
Femenino,Primaria,Matematicas,17.21,71,No,17,4,Medio,6,99,4,1,2016-03-26,6
Femenino,Secundaria,Artes,17.61,71,No,29,3,Medio,8,75,1,5,2016-05-22,14
Femenino,Secundaria,Ciencias,18.0,76,No,7,3,Bajo,5,82,4,4,2017-11-27,12
Masculino,Primaria,Artes,15.22,68,No,8,1,Bajo,8,79,4,4,2015-09-10,9
Femenino,Universitario,Matematicas,14.6,60,Si,12,1,Bajo,8,94,2,9,2017-08-19,20
Masculino,Secundaria,Matematicas,15.66,97,Si,12,5,Bajo,5,96,9,10,2017-10-08,16
Femenino,Primaria,Matematicas,18.02,53,No,16,2,Alto,9,84,2,6,2015-01-02,8
Masculino,Universitario,Ciencias,13.62,85,No,9,1,Bajo,6,71,7,10,2016-05-17,21
Masculino,Universitario,Matematicas,18.87,87,Si,29,1,Alto,5,83,2,2,2015-03-27,21
Masculino,Universitario,Artes,10.38,89,No,28,3,Medio,10,80,2,1,2016-02-26,19
Masculino,Primaria,Matematicas,12.15,89,Si,18,1,Alto,7,72,3,1,2017-10-16,8
Femenino,Primaria,Ciencias,9.59,98,Si,12,2,Bajo,8,91,1,8,2015-11-04,6
Femenino,Secundaria,Matematicas,13.12,80,Si,25,3,Medio,6,79,8,2,2017-02-18,14
Masculino,Primaria,Ciencias,9.11,83,No,29,2,Bajo,6,93,6,6,2017-11-15,10
Masculino,Secundaria,Artes,17.75,54,No,5,2,Bajo,8,87,9,4,2016-06-27,14
Femenino,Secundaria,Ciencias,13.7,91,No,22,5,Medio,7,95,8,6,2016-09-04,14
Femenino,Universitario,Artes,13.94,62,Si,10,3,Bajo,8,78,2,5,2017-05-01,24
Femenino,Primaria,Artes,19.0,66,Si,29,5,Alto,10,87,1,5,2015-10-31,9
Masculino,Universitario,Ciencias,11.64,74,No,23,4,Bajo,7,99,9,1,2016-04-21,24
Femenino,Secundaria,Matematicas,11.1,55,No,26,3,Alto,7,87,5,8,2016-08-14,15
Femenino,Secundaria,Matematicas,14.47,58,No,21,3,Bajo,9,83,6,4,2015-09-01,13
Masculino,Universitario,Artes,19.51,90,No,8,1,Bajo,7,96,7,2,2015-10-29,19
Masculino,Secundaria,Ciencias,11.02,67,Si,18,2,Medio,5,90,1,10,2017-09-24,12
Masculino,Primaria,Ciencias,11.54,80,No,20,5,Bajo,10,77,8,5,2017-11-11,10
Masculino,Secundaria,Artes,16.91,98,Si,22,4,Medio,8,83,6,6,2016-06-04,12
Masculino,Secundaria,Artes,14.95,65,Si,6,4,Bajo,8,82,1,6,2015-03-17,16
Masculino,Secundaria,Artes,19.21,72,Si,24,1,Alto,5,77,5,4,2016-07-13,15
Masculino,Universitario,Artes,13.31,82,No,14,3,Bajo,10,94,10,7,2015-11-11,19
Masculino,Secundaria,Ciencias,10.69,76,No,8,1,Alto,10,82,7,8,2016-10-21,16
Masculino,Primaria,Matematicas,15.09,91,No,22,3,Medio,9,73,4,4,2015-08-02,7
Masculino,Secundaria,Artes,14.29,98,Si,25,3,Bajo,10,82,4,9,2017-06-07,14
Masculino,Primaria,Artes,19.68,89,Si,29,1,Medio,8,76,2,3,2015-08-17,6
Femenino,Universitario,Ciencias,17.61,99,No,26,4,Medio,8,85,7,7,2015-04-05,17
Masculino,Primaria,Artes,19.64,93,No,11,2,Alto,7,84,3,4,2017-04-04,8
Masculino,Universitario,Ciencias,18.93,74,No,20,5,Medio,9,85,6,6,2016-08-11,19
Femenino,Universitario,Matematicas,10.83,96,No,29,4,Alto,7,70,9,5,2015-02-07,18
Masculino,Primaria,Matematicas,14.0,90,Si,26,5,Alto,8,99,1,4,2017-03-08,7
Femenino,Secundaria,Artes,18.7,99,No,9,1,Alto,8,90,6,4,2016-03-03,13
Femenino,Secundaria,Matematicas,12.47,60,Si,20,5,Bajo,7,79,2,4,2015-08-05,15
Masculino,Universitario,Ciencias,12.54,79,No,15,1,Medio,6,75,4,4,2016-02-08,18
Femenino,Secundaria,Matematicas,12.95,93,No,25,4,Medio,10,74,10,7,2016-02-04,15
Masculino,Secundaria,Matematicas,11.06,53,Si,27,3,Alto,6,73,9,9,2016-10-15,13
Masculino,Primaria,Artes,17.18,51,Si,7,3,Bajo,7,86,10,1,2015-04-13,7
Masculino,Secundaria,Artes,19.68,93,Si,19,4,Alto,9,78,9,1,2016-04-30,15
Masculino,Secundaria,Artes,10.95,59,Si,28,1,Alto,9,93,4,4,2017-10-20,13
Masculino,Primaria,Artes,14.04,81,Si,11,4,Medio,10,93,7,6,2017-12-18,11
Femenino,Primaria,Artes,10.59,54,No,16,3,Medio,7,95,2,1,2015-03-28,9
Masculino,Secundaria,Ciencias,17.08,75,Si,18,1,Alto,9,73,5,8,2015-08-04,16
Masculino,Secundaria,Matematicas,19.21,85,Si,7,4,Alto,9,99,4,2,2016-03-02,14
Femenino,Primaria,Ciencias,19.21,62,No,17,3,Medio,9,84,9,2,2015-05-13,11
Masculino,Primaria,Matematicas,10.68,82,No,27,2,Bajo,5,96,3,6,2017-12-08,8
Masculino,Universitario,Artes,13.87,75,No,17,1,Medio,5,98,8,2,2016-12-18,18
Masculino,Secundaria,Matematicas,19.23,84,Si,8,2,Alto,6,81,2,4,2017-02-15,14
Femenino,Universitario,Ciencias,11.54,83,No,14,5,Bajo,8,84,4,6,2017-04-19,23
Masculino,Primaria,Ciencias,17.72,79,Si,6,4,Bajo,6,92,4,2,2015-05-06,11
Femenino,Secundaria,Matematicas,16.01,86,Si,18,2,Medio,8,75,6,2,2017-11-26,13
Masculino,Secundaria,Artes,19.96,71,No,28,2,Bajo,5,85,5,8,2016-03-26,12
Masculino,Secundaria,Artes,16.68,54,Si,25,4,Alto,5,79,6,8,2016-06-12,12
Femenino,Primaria,Artes,16.95,63,No,7,1,Medio,9,74,8,7,2016-05-31,9
Femenino,Secundaria,Artes,18.59,60,Si,16,5,Bajo,5,98,3,10,2016-07-03,16
Masculino,Primaria,Artes,15.76,70,Si,25,2,Alto,10,91,9,1,2017-10-10,6
Masculino,Universitario,Ciencias,9.53,90,No,23,4,Alto,10,95,2,8,2015-08-09,21
Femenino,Primaria,Ciencias,10.13,63,Si,11,5,Alto,6,76,6,9,2017-10-06,8
Femenino,Universitario,Matematicas,11.62,87,Si,12,4,Medio,5,95,5,10,2015-04-07,20
Masculino,Universitario,Ciencias,12.92,68,No,21,2,Medio,10,83,1,8,2016-06-10,21
Masculino,Secundaria,Artes,10.25,85,No,24,2,Medio,10,97,1,5,2017-08-19,12
Femenino,Primaria,Ciencias,17.5,87,Si,19,5,Bajo,8,93,2,5,2015-11-11,6
Masculino,Secundaria,Artes,14.32,69,No,12,1,Medio,6,93,9,9,2016-03-14,15
Masculino,Universitario,Artes,16.58,76,Si,12,1,Medio,8,88,1,9,2017-08-11,24
Masculino,Primaria,Matematicas,10.81,73,No,17,3,Medio,8,87,4,10,2016-05-20,8
Femenino,Primaria,Matematicas,18.03,69,No,6,1,Bajo,8,76,5,4,2016-12-12,10
Masculino,Primaria,Matematicas,13.91,55,No,26,2,Medio,9,98,7,8,2017-05-09,11
Femenino,Primaria,Matematicas,15.86,98,Si,22,4,Medio,8,94,8,1,2015-03-08,7
Masculino,Universitario,Matematicas,8.49,91,No,27,2,Bajo,8,93,9,10,2015-10-13,24
Femenino,Primaria,Ciencias,17.37,75,Si,14,1,Alto,8,88,1,2,2016-04-03,11
Masculino,Primaria,Ciencias,19.3,68,No,5,3,Medio,9,71,2,10,2015-02-03,11
Femenino,Secundaria,Ciencias,12.55,52,No,6,3,Medio,8,85,8,4,2015-10-14,13
Femenino,Primaria,Ciencias,16.5,97,Si,28,2,Medio,10,92,4,1,2017-09-28,8
Femenino,Universitario,Ciencias,17.6,95,Si,17,1,Medio,9,73,10,1,2015-12-22,19
Masculino,Secundaria,Artes,10.0,50,No,13,2,Alto,5,71,3,5,2017-01-06,15
Masculino,Secundaria,Artes,9.92,86,No,13,2,Medio,8,70,10,1,2016-06-21,12
Femenino,Secundaria,Ciencias,18.35,90,Si,12,4,Medio,6,96,1,4,2017-02-09,16
Masculino,Secundaria,Artes,14.83,93,Si,9,4,Medio,5,92,8,4,2016-01-20,12
Masculino,Secundaria,Ciencias,10.63,67,No,14,2,Medio,6,98,2,9,2015-02-18,13
Masculino,Primaria,Ciencias,11.89,75,Si,21,1,Bajo,10,85,10,6,2016-12-04,10
Masculino,Secundaria,Artes,15.99,86,Si,21,5,Bajo,9,90,2,8,2015-05-11,16
Masculino,Primaria,Artes,12.01,93,No,8,5,Medio,8,77,3,3,2016-09-11,9
Femenino,Primaria,Matematicas,19.72,73,Si,29,5,Medio,8,87,1,4,2017-03-16,11
Femenino,Universitario,Ciencias,12.13,93,Si,19,3,Medio,8,73,8,10,2017-01-26,17
Masculino,Primaria,Matematicas,15.75,84,Si,5,3,Bajo,6,81,3,6,2015-09-29,9
Femenino,Primaria,Ciencias,17.84,98,No,9,4,Alto,6,90,6,8,2016-12-17,10
Masculino,Primaria,Matematicas,15.17,96,Si,26,4,Bajo,6,94,2,5,2016-08-27,6
Femenino,Secundaria,Matematicas,15.04,60,Si,28,5,Medio,6,74,8,8,2016-04-03,15
Femenino,Primaria,Matematicas,19.44,53,Si,13,4,Medio,7,80,4,9,2016-01-22,11
Masculino,Primaria,Artes,12.82,96,Si,23,4,Bajo,9,70,2,1,2017-09-04,10
Masculino,Primaria,Artes,17.46,72,Si,25,3,Medio,9,92,10,3,2015-09-10,8
Femenino,Primaria,Matematicas,18.98,50,No,22,3,Bajo,7,87,10,6,2016-09-22,7
Masculino,Universitario,Ciencias,9.64,76,No,9,2,Alto,10,92,5,8,2017-08-03,24
Femenino,Universitario,Ciencias,12.15,88,No,19,1,Medio,5,88,7,3,2016-10-06,23
Femenino,Primaria,Artes,18.12,50,Si,5,2,Medio,9,71,1,2,2017-03-27,9
Masculino,Secundaria,Ciencias,16.48,52,Si,7,4,Medio,6,92,2,1,2017-01-02,12
Femenino,Primaria,Matematicas,16.01,85,Si,9,3,Bajo,7,75,6,7,2017-03-06,11
Masculino,Secundaria,Matematicas,9.35,84,No,17,3,Medio,5,96,10,6,2017-02-08,12
Femenino,Universitario,Artes,15.63,53,Si,6,5,Alto,9,92,10,1,2017-08-16,21
Femenino,Universitario,Ciencias,10.94,93,No,24,5,Bajo,8,96,6,7,2017-04-01,24
Masculino,Primaria,Matematicas,17.45,64,No,10,1,Alto,7,75,9,1,2015-12-16,7
Femenino,Secundaria,Artes,16.2,65,Si,11,3,Medio,8,89,9,3,2015-11-29,14
Masculino,Universitario,Artes,12.23,69,Si,16,5,Bajo,8,70,8,4,2017-01-29,23
Femenino,Secundaria,Artes,13.14,91,No,29,4,Medio,8,81,4,5,2015-03-25,14
Femenino,Secundaria,Artes,14.67,51,Si,8,2,Bajo,5,80,6,4,2015-03-26,14
Masculino,Universitario,Ciencias,11.39,85,Si,28,2,Alto,8,84,7,8,2015-05-05,20
Masculino,Universitario,Matematicas,13.5,74,No,19,5,Alto,5,92,2,9,2015-09-17,19
Masculino,Universitario,Matematicas,17.89,86,No,16,2,Medio,8,88,8,4,2017-06-24,17
Masculino,Primaria,Matematicas,12.09,59,Si,26,1,Bajo,5,75,1,8,2015-05-08,10
Femenino,Primaria,Matematicas,11.64,77,Si,21,5,Alto,9,71,7,6,2015-05-21,6
Femenino,Universitario,Matematicas,11.91,95,No,14,2,Medio,7,97,6,5,2016-03-15,22
Masculino,Universitario,Matematicas,14.38,64,No,21,4,Bajo,7,97,10,6,2016-03-06,18
Masculino,Primaria,Artes,17.84,64,Si,23,5,Bajo,10,94,2,9,2017-09-15,11
Femenino,Universitario,Artes,14.2,52,Si,15,3,Alto,8,84,9,1,2015-11-02,23
Femenino,Primaria,Ciencias,9.29,60,No,20,2,Alto,8,93,6,2,2016-01-06,7
Femenino,Universitario,Artes,14.08,63,Si,16,1,Alto,5,79,2,1,2015-12-24,17
Masculino,Primaria,Artes,19.77,79,Si,15,1,Bajo,9,87,2,4,2016-05-24,6
Femenino,Universitario,Ciencias,15.83,89,Si,20,3,Alto,7,94,9,10,2015-10-21,17
Masculino,Universitario,Ciencias,13.74,70,No,7,4,Medio,9,98,2,7,2016-04-19,18
Masculino,Primaria,Ciencias,12.68,89,Si,20,2,Bajo,6,80,10,2,2016-01-14,7
Masculino,Secundaria,Ciencias,12.19,88,No,24,1,Medio,10,75,4,3,2016-09-19,12
Femenino,Primaria,Ciencias,18.29,92,No,9,5,Medio,6,70,7,6,2015-06-17,11
Masculino,Secundaria,Ciencias,17.69,98,Si,15,2,Medio,6,80,9,7,2017-03-16,13
Femenino,Primaria,Ciencias,11.34,76,Si,15,3,Alto,6,97,5,8,2016-01-17,8
Masculino,Primaria,Artes,15.64,64,No,29,1,Alto,6,70,6,4,2016-07-20,7
Femenino,Primaria,Ciencias,13.9,89,No,27,1,Medio,8,96,10,10,2017-01-07,9
Masculino,Primaria,Artes,11.05,55,Si,5,5,Medio,5,82,7,6,2017-06-25,8
Femenino,Universitario,Ciencias,11.42,83,No,5,3,Alto,7,84,10,4,2017-08-01,18
Femenino,Universitario,Matematicas,11.37,82,Si,23,2,Medio,5,86,3,6,2017-01-10,21
Femenino,Primaria,Ciencias,13.6,79,Si,22,4,Alto,8,72,10,7,2017-06-05,8
Femenino,Primaria,Matematicas,17.99,63,No,24,4,Medio,8,85,5,3,2017-07-05,6
Masculino,Primaria,Matematicas,13.22,74,No,15,2,Alto,8,79,10,5,2015-08-16,8
Masculino,Universitario,Ciencias,14.64,95,No,8,4,Medio,6,93,3,3,2016-12-04,20
Masculino,Primaria,Ciencias,13.0,78,Si,26,5,Bajo,6,78,1,3,2015-01-28,10
Femenino,Primaria,Artes,12.53,86,Si,16,1,Bajo,9,79,5,7,2016-02-24,8
Masculino,Primaria,Matematicas,17.45,76,No,24,3,Bajo,9,70,6,5,2017-10-24,10
Masculino,Secundaria,Matematicas,15.82,69,No,6,3,Medio,5,71,5,2,2017-08-02,12
Femenino,Universitario,Matematicas,13.71,57,Si,5,4,Alto,7,73,1,9,2017-02-15,17
Femenino,Universitario,Artes,19.55,71,Si,14,4,Bajo,5,98,4,3,2016-01-31,21
Femenino,Primaria,Ciencias,17.4,91,No,13,2,Alto,7,96,6,9,2016-08-15,6
Masculino,Secundaria,Artes,17.29,52,Si,25,2,Alto,6,77,10,2,2017-12-28,15
Femenino,Primaria,Matematicas,14.87,59,Si,9,1,Medio,6,99,6,7,2016-09-21,7
Femenino,Secundaria,Artes,13.47,62,No,12,2,Medio,8,94,10,8,2016-11-17,12
Masculino,Secundaria,Matematicas,15.33,65,No,12,2,Bajo,5,90,3,3,2015-08-15,15
Femenino,Universitario,Artes,14.23,86,Si,11,1,Medio,7,87,3,1,2015-06-23,19
Femenino,Secundaria,Matematicas,11.22,56,Si,19,3,Bajo,10,84,10,10,2015-06-05,15
Femenino,Primaria,Artes,16.09,78,Si,14,4,Medio,8,97,4,2,2017-10-03,9
Femenino,Universitario,Ciencias,19.63,60,No,15,4,Alto,5,71,5,10,2017-12-27,22
Femenino,Secundaria,Matematicas,12.56,52,No,29,5,Bajo,10,78,6,1,2016-01-03,14
Femenino,Universitario,Matematicas,8.51,57,Si,24,1,Bajo,6,74,3,2,2015-06-22,23
Femenino,Universitario,Artes,15.85,71,Si,18,1,Bajo,6,82,1,5,2015-11-29,22
Femenino,Secundaria,Ciencias,14.1,54,Si,13,1,Medio,10,72,1,9,2015-08-06,15
Femenino,Universitario,Matematicas,18.38,69,No,6,3,Bajo,7,85,1,7,2015-03-18,20
Masculino,Secundaria,Ciencias,19.9,88,Si,16,5,Bajo,7,75,5,1,2016-10-06,15
Femenino,Universitario,Artes,11.19,62,Si,27,2,Medio,10,98,3,9,2016-07-02,21
Femenino,Secundaria,Artes,8.98,60,No,9,1,Bajo,6,86,9,7,2017-04-26,13
Femenino,Secundaria,Ciencias,8.37,74,No,15,2,Alto,9,91,4,1,2015-08-15,13
Femenino,Primaria,Ciencias,9.24,99,No,9,5,Bajo,9,99,7,2,2015-01-20,10
Femenino,Secundaria,Matematicas,10.37,53,Si,15,5,Medio,6,93,7,2,2017-08-08,12
Femenino,Primaria,Matematicas,13.07,52,No,19,4,Bajo,8,75,1,1,2017-08-24,10
Masculino,Universitario,Matematicas,13.24,98,Si,17,3,Medio,6,77,4,10,2015-08-06,19
Femenino,Primaria,Artes,12.69,91,No,19,4,Medio,6,83,1,10,2015-07-24,6
Femenino,Universitario,Artes,14.4,59,No,28,3,Alto,6,79,2,6,2015-07-12,19
Femenino,Universitario,Ciencias,8.07,75,Si,23,5,Alto,10,98,9,6,2015-09-22,17
Masculino,Secundaria,Ciencias,16.97,80,No,21,1,Medio,10,88,4,1,2015-01-15,14
Masculino,Primaria,Matematicas,18.05,50,Si,19,4,Alto,6,79,9,3,2016-08-11,9
