Marca,Producto,Tipo,Pulgadas,Procesador,RAM(GB),GPU,SistemaOperativo,Peso(kg),Precio(S/),Resolucion,TipoPantalla,PantallaTactil,Proc_freq(GHz),Almacenamiento_1(GB),Almacenamiento_1_tipo,Almacenamiento_2(GB),Almacenamiento_2_tipo,Marca_procesador,Marca_GPU
HP,Probook 440,Notebook,14.0,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.63,3377.92,1920x1080,,0.0,1.6,1000.0,HDD,0.0,,Intel,Intel
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,AMD E-Series 6110 ,4,AMD Radeon R2,Windows 10 S,1.65,1156.44,1366x768,,0.0,1.5,64.0,SSD,0.0,,AMD,AMD
Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U ,16,AMD Radeon 530,Windows 10,2.8,5807.36,1920x1080,,0.0,1.8,256.0,SSD,2000.0,HDD,Intel,AMD
HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,2.5,3860.48,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M445,Windows 10,2.36,2658.2,1366x768,,0.0,2.5,1000.0,HDD,0.0,,Intel,AMD
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M430,Windows 10,2.2,1867.84,1920x1080,,0.0,2.0,1000.0,HDD,0.0,,Intel,AMD
Acer,Swift 3,Ultrabook,14.0,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.6,3677.44,1920x1080,IPSPanel,0.0,1.8,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire A515-51G-37JS,Notebook,15.6,Intel Core i3 7130U ,4,Nvidia GeForce MX130,Windows 10,2.2,2379.52,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.05,2487.68,1366x768,,0.0,2.7,1000.0,HDD,0.0,,Intel,Intel
HP,Probook 440,Notebook,14.0,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.63,4110.08,1920x1080,,0.0,1.8,256.0,SSD,0.0,,Intel,Intel
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,No OS,1.9,1049.82,1366x768,,0.0,1.1,1000.0,HDD,0.0,,Intel,Intel
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,3.0,3902.08,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 920MX,No OS,2.2,2075.84,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
HP,Envy 13-AD007nv,Notebook,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.32,2907.84,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire 5,Notebook,17.3,Intel Core i3 7130U ,4,Nvidia GeForce MX130,Windows 10,3.0,2724.8,1920x1080,IPSPanel,0.0,2.7,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U ,8,AMD Radeon RX 550,Windows 10,1.75,4642.64,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,,Intel,AMD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050M,No OS,2.4,3615.04,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,0.0,,Intel,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,2504.32,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
HP,255 G6,Notebook,15.6,AMD A6-Series 9220 ,4,AMD Radeon R4 Graphics,Windows 10,1.86,1535.04,1366x768,,0.0,2.5,256.0,SSD,0.0,,AMD,AMD
Asus,ZenBook UX430UA,Ultrabook,14.0,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.25,4571.84,1920x1080,,0.0,1.8,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook Folio,Ultrabook,12.5,Intel Core M 6Y75 ,8,Intel HD Graphics 515,Windows 10,0.97,8378.24,3840x2160,IPSPanel,1.0,1.2,512.0,SSD,0.0,,Intel,Intel
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.0,1431.04,1920x1080,,0.0,1.1,1000.0,HDD,0.0,,Intel,Intel
MSI,GE72MVR 7RG,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.9,8440.64,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,1859.52,1366x768,,0.0,2.0,1000.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 5577,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.56,5196.92,1920x1080,,0.0,2.8,512.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.62,3739.84,1920x1080,,0.0,2.8,1000.0,Hybrid,0.0,,Intel,Nvidia
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.9,2071.68,1366x768,,0.0,2.5,128.0,SSD,0.0,,Intel,Intel
MSI,GE73VR 7RE,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.8,7862.4,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,EliteBook 840,Ultrabook,14.0,Intel Core i5 7500U ,4,Intel HD Graphics 620,Windows 10,1.48,4501.12,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Intel Core i5 8250U ,6,AMD Radeon 520,Windows 10,1.91,2575.04,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,AMD
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.74,2616.64,1920x1080,IPSPanel,1.0,2.4,256.0,SSD,0.0,,Intel,Intel
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i5 8250U ,8,Intel HD Graphics 620,Windows 10,1.1,5470.4,1920x1080,,1.0,1.6,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.56,4363.84,1920x1080,,1.0,1.8,256.0,SSD,0.0,,Intel,Intel
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,1859.52,1366x768,,0.0,2.2,500.0,HDD,0.0,,Intel,Intel
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD A9-Series 9420 ,4,AMD Radeon R5 M420,Windows 10,2.03,1676.48,1366x768,,0.0,3.0,1000.0,HDD,0.0,,AMD,AMD
Acer,Aspire A517-51G,Notebook,17.3,Intel Core i5 8250U ,4,Nvidia GeForce MX150,Windows 10,3.0,3348.8,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 520,Windows 10,2.13,3028.48,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,AMD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,4488.64,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,0.0,,Intel,Nvidia
Acer,Aspire A315-31,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.1,1447.68,1366x768,,0.0,1.1,1000.0,HDD,0.0,,Intel,Intel
MSI,GE63VR 7RE,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.4,7483.84,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire 3,Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Windows 10,2.1,1512.2,1366x768,,0.0,1.1,1000.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 5577,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.56,4411.64,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire A517-51G,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce MX150,Windows 10,3.0,3552.64,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,,Intel,Nvidia
HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U ,4,Intel UHD Graphics 620,Windows 10,1.49,3136.64,1920x1080,IPSPanel,0.0,1.6,500.0,HDD,0.0,,Intel,Intel
Huawei,MateBook X,Ultrabook,13.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.05,5611.84,2160x1440,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,Intel Core i5 7200U ,6,AMD Radeon 520,Windows 10,2.71,2907.84,1920x1080,IPSPanel,0.0,2.5,2000.0,HDD,0.0,,Intel,AMD
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD A6-Series 9220 ,4,AMD Radeon R4 Graphics,No OS,2.2,1285.44,1366x768,,0.0,2.9,500.0,HDD,0.0,,AMD,AMD
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.0,2034.24,1366x768,,0.0,2.4,500.0,HDD,0.0,,Intel,Intel
HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce 930MX,Windows 10,2.5,3839.68,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U ,8,Intel HD Graphics 620,Windows 10,2.3,1909.44,1366x768,,0.0,2.4,1000.0,HDD,0.0,,Intel,Intel
Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,1867.84,1366x768,,0.0,2.0,128.0,SSD,0.0,,Intel,Intel
MSI,GT80S 6QF-074US,Gaming,18.4,Intel Core i7 6920HQ ,32,Nvidia GTX 980 SLI,Windows 10,4.4,11643.84,1920x1080,,0.0,2.9,512.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Intel Core i5 7200U ,8,AMD R17M-M1-70,Windows 10,1.9,3382.08,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,AMD
HP,Spectre x360,2 in 1 Convertible,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.29,6235.84,3840x2160,IPSPanel,1.0,1.6,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,16,AMD Radeon 530,Linux,2.02,4363.84,1920x1080,,0.0,1.8,256.0,SSD,2000.0,HDD,Intel,AMD
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.23,5819.84,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,Intel
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,1.4,7691.84,3840x2160,IPSPanel,1.0,1.8,512.0,SSD,0.0,,Intel,Intel
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.0,3298.88,1366x768,,0.0,2.5,128.0,SSD,0.0,,Intel,Intel
Xiaomi,Mi Notebook,Notebook,15.6,Intel Core i5 8250U ,8,Nvidia GeForce MX150,No OS,1.95,4987.84,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 7773,Notebook,17.3,Intel Core i7 8550U ,16,Nvidia GeForce 150MX,Windows 10,2.77,6443.84,1920x1080,,1.0,1.8,512.0,SSD,0.0,,Intel,Nvidia
Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.06,9971.52,3840x2160,,1.0,2.8,512.0,SSD,0.0,,Intel,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,No OS,2.4,3240.64,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Acer,Swift 7,Ultrabook,13.3,Intel Core i5 7Y54 ,8,Intel HD Graphics 615,Windows 10,1.12,4114.24,1920x1080,IPSPanel,0.0,1.2,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,2.8,4513.6,1920x1080,,0.0,1.8,128.0,SSD,1000.0,HDD,Intel,AMD
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.42,11747.84,2560x1440,,1.0,2.7,1000.0,SSD,0.0,,Intel,Intel
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.3,1081.6,1920x1080,IPSPanel,0.0,1.1,32.0,FlashStorage,0.0,,Intel,Intel
Xiaomi,Mi Notebook,Ultrabook,13.3,Intel Core i5 7200U ,8,Nvidia GeForce MX150,No OS,1.3,4159.58,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce MX150,No OS,2.8,2903.68,1600x900,,0.0,1.6,256.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.62,3490.24,1920x1080,IPSPanel,1.0,1.8,1000.0,HDD,0.0,,Intel,Intel
HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce 930MX,Windows 10,2.5,3802.24,1920x1080,IPSPanel,0.0,1.6,1000.0,HDD,0.0,,Intel,Nvidia
Razer,Blade Pro,Gaming,17.3,Intel Core i7 7820HK ,32,Nvidia GeForce GTX 1080,Windows 10,3.49,25371.84,3840x2160,,1.0,2.9,1000.0,SSD,0.0,,Intel,Nvidia
HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.49,3989.44,1920x1080,,0.0,1.6,512.0,SSD,0.0,,Intel,Intel
HP,Omen 17-W295,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,3.35,5736.64,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,Probook 470,Notebook,17.3,Intel Core i7 8550U ,8,Nvidia GeForce 930MX ,Windows 10,2.5,4347.2,1920x1080,,0.0,1.8,256.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 7577,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.65,7675.2,3840x2160,IPSPanel,0.0,2.8,512.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,2050.88,1366x768,,0.0,2.3,128.0,SSD,0.0,,Intel,Intel
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,2.23,3086.72,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,3.2,7275.84,1920x1080,IPSPanel,0.0,2.8,512.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Precision 7520,Workstation,15.6,Intel Xeon E3-1505M V6 ,16,Nvidia Quadro M1200,Windows 10,2.8,12708.8,3840x2160,,0.0,3.0,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,No OS,2.4,5815.68,1920x1080,,0.0,2.8,512.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U ,6,Intel HD Graphics 620,Windows 10,2.3,1826.24,1366x768,,1.0,2.4,1000.0,HDD,0.0,,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.21,8107.84,3840x2160,IPSPanel,1.0,1.8,256.0,SSD,0.0,,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.2,6027.84,1920x1080,,0.0,1.8,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.2,2483.52,1366x768,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire 7,Notebook,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Linux,2.4,3240.64,1920x1080,,0.0,2.8,1000.0,HDD,0.0,,Intel,Nvidia
Asus,ROG GL703VD-GC028T,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.9,5853.12,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,2.1,1451.84,1920x1080,,0.0,2.0,500.0,HDD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,No OS,2.2,2283.84,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Huawei,MateBook X,Ultrabook,13.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.05,6235.84,2160x1440,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5370,Ultrabook,13.3,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,1.4,3876.62,1920x1080,IPSPanel,0.0,1.8,256.0,SSD,0.0,,Intel,AMD
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce GTX 940MX,No OS,2.8,2450.24,1600x900,,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
HP,Probook 440,Notebook,14.0,Intel Core i7 8550U ,8,Nvidia GeForce 930MX,Windows 10,1.63,4288.96,1920x1080,,0.0,1.8,256.0,SSD,0.0,,Intel,Nvidia
Dell,Latitude 5490,Ultrabook,14.0,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.6,4779.84,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,1.62,5320.64,1920x1080,,1.0,1.8,512.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 520,Linux,2.2,2817.78,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,AMD
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.74,3739.84,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,,Intel,Intel
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.2,5670.08,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 450,Notebook,15.6,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,2.1,3303.04,1920x1080,,0.0,1.6,1000.0,HDD,0.0,,Intel,Intel
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.42,10218.37,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,2.2,3461.12,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Windows 10,2.3,3573.48,1920x1080,,1.0,2.7,1000.0,HDD,0.0,,Intel,AMD
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Intel Core i5 7200U ,8,Nvidia GeForce 920MX ,Windows 10,2.0,3199.04,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce GTX 950M,Windows 10,2.69,3706.56,1920x1080,,0.0,2.5,256.0,SSD,500.0,HDD,Intel,Nvidia
HP,ZBook 15u,Notebook,15.6,Intel Core i7 7500U ,8,AMD FirePro W4190M ,Windows 10,1.9,5279.04,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,Intel,AMD
Asus,Pro P2540UA-XO0198T,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.37,1659.8,1366x768,,0.0,2.4,1000.0,HDD,0.0,,Intel,Intel
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,AMD E-Series 9000e ,4,AMD Radeon R2,Windows 10,2.1,1372.8,1366x768,,0.0,1.5,500.0,HDD,0.0,,AMD,AMD
Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,3.2,6235.84,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Vostro 5468,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.6,3573.44,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire R7,2 in 1 Convertible,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.6,2866.24,1920x1080,IPSPanel,1.0,2.3,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Linux,2.36,3739.84,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,AMD
Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Linux,2.1,1622.4,1366x768,,0.0,2.0,1000.0,HDD,0.0,,Intel,Intel
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,AMD A10-Series A10-9620P ,4,AMD Radeon R5 M430,Windows 10,2.2,2392.0,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,AMD,AMD
Asus,ROG G703VI-E5062T,Gaming,17.3,Intel Core i7 7820HK ,32,Nvidia GeForce GTX 1080,Windows 10,4.7,16182.4,1920x1080,,0.0,2.9,512.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Nitro AN515-51,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.5,3519.36,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.2,2450.24,1366x768,,0.0,2.0,128.0,SSD,0.0,,Intel,Intel
Asus,VivoBook Pro,Notebook,17.3,Intel Core i7 8550U ,8,Nvidia GeForce 150MX,Windows 10,2.1,4763.2,1920x1080,,0.0,1.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Intel Core i7 7500U ,8,Nvidia GeForce GTX 950M,No OS,2.69,3698.24,1920x1080,,0.0,2.7,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 5577,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.56,3656.64,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.38,4488.64,1920x1080,IPSPanel,1.0,2.7,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,2.2,4097.6,1920x1080,,0.0,1.8,128.0,SSD,2000.0,HDD,Intel,AMD
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.04,2325.44,1366x768,,1.0,2.5,1000.0,HDD,0.0,,Intel,Intel
Asus,Rog G701VIK-BA060T,Gaming,17.3,Intel Core i7 7820HK ,16,Nvidia GeForce GTX 1080,Windows 10,3.6,12475.84,1920x1080,,0.0,2.9,256.0,SSD,0.0,,Intel,Nvidia
HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U ,4,Intel UHD Graphics 620,Windows 10,1.49,2808.0,1920x1080,IPSPanel,0.0,1.6,500.0,HDD,0.0,,Intel,Intel
Apple,MacBook Pro,Ultrabook,13.3,Intel Core i5 ,8,Intel Iris Plus Graphics 650,macOS,1.37,8486.4,2560x1600,IPSPanelRetinaDisplay,0.0,3.1,512.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,2.08,3407.04,1920x1080,IPSPanel,1.0,1.8,1000.0,HDD,0.0,,Intel,Intel
Asus,ROG G752VSK-GC493T,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 980M,Windows 10,4.3,7483.84,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
